LOCAL,LATITUDE,LONGITUDE,MUNICIPIO,UF
ESPIGAO ALTO DO IGUACU-PR,"-25,42","-52,83",ESPIGAO ALTO DO IGUACU,PR
ESPIGAO D'OESTE-RO,"-11,52","-61,01",ESPIGAO D'OESTE,RO
ESPINOSA-MG,"-14,92","-42,81",ESPINOSA,MG
ESPIRITO SANTO DO DOURADO-MG,"-22,04","-45,95",ESPIRITO SANTO DO DOURADO,MG
ESPIRITO SANTO DO PINHAL-SP,"-22,19","-46,74",ESPIRITO SANTO DO PINHAL,SP
ESPIRITO SANTO DO TURVO-SP,"-22,69","-49,43",ESPIRITO SANTO DO TURVO,SP
ESPIRITO SANTO-RN,"-6,33","-35,3",ESPIRITO SANTO,RN
ESPLANADA-BA,"-11,79","-37,94",ESPLANADA,BA
ESPUMOSO-RS,"-28,72","-52,85",ESPUMOSO,RS
ESTACAO-RS,"-27,91","-52,26",ESTACAO,RS
ESTANCIA VELHA-RS,"-29,64","-51,17",ESTANCIA VELHA,RS
ESTANCIA-SE,"-11,26","-37,43",ESTANCIA,SE
ESTEIO-RS,"-29,86","-51,17",ESTEIO,RS
ESTIVA GERBI-SP,"-22,27","-46,94",ESTIVA GERBI,SP
ESTIVA-MG,"-22,46","-46,01",ESTIVA,MG
ESTREITO-MA,"-6,56","-47,45",ESTREITO,MA
ESTRELA DALVA-MG,"-21,74","-42,46",ESTRELA DALVA,MG
ESTRELA DE ALAGOAS-AL,"-9,39","-36,76",ESTRELA DE ALAGOAS,AL
ESTRELA DO INDAIA-MG,"-19,52","-45,78",ESTRELA DO INDAIA,MG
ESTRELA DO NORTE-GO,"-13,86","-49,07",ESTRELA DO NORTE,GO
ESTRELA DO NORTE-SP,"-22,48","-51,66",ESTRELA DO NORTE,SP
ESTRELA DO SUL-MG,"-18,74","-47,69",ESTRELA DO SUL,MG
ESTRELA D'OESTE-SP,"-20,28","-50,4",ESTRELA D'OESTE,SP
ESTRELA VELHA-RS,"-29,17","-53,15",ESTRELA VELHA,RS
ESTRELA-RS,"-29,5","-51,96",ESTRELA,RS
EUCLIDES DA CUNHA PAULISTA-SP,"-22,56","-52,59",EUCLIDES DA CUNHA PAULISTA,SP
EUCLIDES DA CUNHA-BA,"-10,5","-39,01",EUCLIDES DA CUNHA,BA
EUGENIO DE CASTRO-RS,"-28,52","-54,14",EUGENIO DE CASTRO,RS
EUGENOPOLIS-MG,"-21,09","-42,18",EUGENOPOLIS,MG
EUNAPOLIS-BA,"-16,37","-39,58",EUNAPOLIS,BA
EUSEBIO-CE,"-3,89","-38,45",EUSEBIO,CE
EWBANK DA CAMARA-MG,"-21,55","-43,51",EWBANK DA CAMARA,MG
EXTREMA-MG,"-22,85","-46,31",EXTREMA,MG
EXTREMOZ-RN,"-5,7","-35,3",EXTREMOZ,RN
EXU-PE,"-7,51","-39,72",EXU,PE
FAGUNDES VARELA-RS,"-28,88","-51,69",FAGUNDES VARELA,RS
FAGUNDES-PB,"-7,35","-35,77",FAGUNDES,PB
FAINA-GO,"-15,44","-50,36",FAINA,GO
FAMA-MG,"-21,4","-45,82",FAMA,MG
FARIA LEMOS-MG,"-20,8","-42,03",FARIA LEMOS,MG
FARIAS BRITO-CE,"-6,93","-39,56",FARIAS BRITO,CE
FAROL-PR,"-24,1","-52,62",FAROL,PR
FARO-PA,"-2,17","-56,74",FARO,PA
FARROUPILHA-RS,"-29,22","-51,34",FARROUPILHA,RS
FARTURA DO PIAUI-PI,"-9,48","-42,79",FARTURA DO PIAUI,PI
FARTURA-SP,"-23,38","-49,51",FARTURA,SP
FATIMA DO SUL-MS,"-22,37","-54,51",FATIMA DO SUL,MS
FATIMA-BA,"-10,6","-38,21",FATIMA,BA
FATIMA-TO,"-10,76","-48,9",FATIMA,TO
FAXINAL DO SOTURNO-RS,"-29,57","-53,44",FAXINAL DO SOTURNO,RS
FAXINAL DOS GUEDES-SC,"-26,85","-52,26",FAXINAL DOS GUEDES,SC
FAXINAL-PR,-24,"-51,32",FAXINAL,PR
FAXINALZINHO-RS,"-27,42","-52,67",FAXINALZINHO,RS
FAZENDA NOVA-GO,"-16,18","-50,78",FAZENDA NOVA,GO
FAZENDA RIO GRANDE-PR,"-25,65","-49,3",FAZENDA RIO GRANDE,PR
FAZENDA VILANOVA-RS,"-29,58","-51,82",FAZENDA VILANOVA,RS
FEIJO-AC,"-8,16","-70,35",FEIJO,AC
FEIRA DA MATA-BA,"-14,2","-44,28",FEIRA DA MATA,BA
FEIRA DE SANTANA-BA,"-12,26","-38,96",FEIRA DE SANTANA,BA
FEIRA GRANDE-AL,"-9,9","-36,67",FEIRA GRANDE,AL
FEIRA NOVA DO MARANHAO-MA,"-6,96","-46,68",FEIRA NOVA DO MARANHAO,MA
FEIRA NOVA-PE,"-7,95","-35,38",FEIRA NOVA,PE
FEIRA NOVA-SE,"-10,26","-37,31",FEIRA NOVA,SE
FELICIO DOS SANTOS-MG,"-18,07","-43,24",FELICIO DOS SANTOS,MG
FELIPE GUERRA-RN,"-5,6","-37,68",FELIPE GUERRA,RN
FELISBURGO-MG,"-16,63","-40,76",FELISBURGO,MG
FELIXLANDIA-MG,"-18,75","-44,89",FELIXLANDIA,MG
FELIZ DESERTO-AL,"-10,29","-36,3",FELIZ DESERTO,AL
FELIZ NATAL-MT,"-12,38","-54,92",FELIZ NATAL,MT
FELIZ-RS,"-29,45","-51,3",FELIZ,RS
FENIX-PR,"-23,91","-51,97",FENIX,PR
FERNANDES PINHEIRO-PR,"-25,41","-50,54",FERNANDES PINHEIRO,PR
FERNANDES TOURINHO-MG,"-19,15","-42,08",FERNANDES TOURINHO,MG
FERNANDO DE NORONHA-PE,"-3,84","-32,41",FERNANDO DE NORONHA,PE
FERNANDO FALCAO-MA,"-6,15","-44,89",FERNANDO FALCAO,MA
FERNANDO PEDROZA-RN,"-5,69","-36,53",FERNANDO PEDROZA,RN
FERNANDO PRESTES-SP,"-21,26","-48,68",FERNANDO PRESTES,SP
FERNANDOPOLIS-SP,"-20,28","-50,24",FERNANDOPOLIS,SP
FERNAO-SP,"-22,35","-49,52",FERNAO,SP
FERRAZ DE VASCONCELOS-SP,"-23,54","-46,36",FERRAZ DE VASCONCELOS,SP
FERREIRA GOMES-AP,"0,85","-51,18",FERREIRA GOMES,AP
FERREIROS-PE,"-7,44","-35,24",FERREIROS,PE
FERROS-MG,"-19,23","-43,02",FERROS,MG
FERVEDOURO-MG,"-20,72","-42,27",FERVEDOURO,MG
FIGUEIRA-PR,"-23,84","-50,4",FIGUEIRA,PR
FIGUEIROPOLIS D'OESTE-MT,"-15,44","-58,74",FIGUEIROPOLIS D'OESTE,MT
FIGUEIROPOLIS-TO,"-12,13","-49,17",FIGUEIROPOLIS,TO
FILADELFIA-BA,"-10,74","-40,13",FILADELFIA,BA
FILADELFIA-TO,"-7,33","-47,49",FILADELFIA,TO
FIRMINO ALVES-BA,"-14,98","-39,92",FIRMINO ALVES,BA
FIRMINOPOLIS-GO,"-16,58","-50,3",FIRMINOPOLIS,GO
FLEXEIRAS-AL,"-9,27","-35,71",FLEXEIRAS,AL
FLOR DA SERRA DO SUL-PR,"-26,26","-53,3",FLOR DA SERRA DO SUL,PR
FLOR DO SERTAO-SC,"-26,77","-53,34",FLOR DO SERTAO,SC
FLORA RICA-SP,"-21,67","-51,38",FLORA RICA,SP
FLORAI-PR,"-23,31","-52,3",FLORAI,PR
FLORANIA-RN,"-6,12","-36,81",FLORANIA,RN
FLOREAL-SP,"-20,67","-50,14",FLOREAL,SP
FLORES DA CUNHA-RS,"-29,02","-51,18",FLORES DA CUNHA,RS
FLORES DE GOIAS-GO,"-14,44","-47,05",FLORES DE GOIAS,GO
FLORES DO PIAUI-PI,"-7,79","-42,92",FLORES DO PIAUI,PI
FLORES-PE,"-7,86","-37,97",FLORES,PE
FLORESTA AZUL-BA,"-14,86","-39,66",FLORESTA AZUL,BA
FLORESTA DO ARAGUAIA-PA,"-7,55","-49,71",FLORESTA DO ARAGUAIA,PA
FLORESTA DO PIAUI-PI,"-7,46","-41,79",FLORESTA DO PIAUI,PI
FLORESTAL-MG,"-19,88","-44,43",FLORESTAL,MG
FLORESTA-PE,"-8,6","-38,56",FLORESTA,PE
FLORESTA-PR,"-23,59","-52,08",FLORESTA,PR
FLORESTOPOLIS-PR,"-22,86","-51,38",FLORESTOPOLIS,PR
FLORIANO PEIXOTO-RS,"-27,86","-52,08",FLORIANO PEIXOTO,RS
FLORIANO-PI,"-6,76","-43,02",FLORIANO,PI
FLORIANOPOLIS-SC,"-27,59","-48,54",FLORIANOPOLIS,SC
FLORIDA PAULISTA-SP,"-21,61","-51,17",FLORIDA PAULISTA,SP
FLORIDA-PR,"-23,08","-51,95",FLORIDA,PR
FLORINIA-SP,"-22,9","-50,73",FLORINIA,SP
FONTE BOA-AM,"-2,51","-66,09",FONTE BOA,AM
FONTOURA XAVIER-RS,"-28,98","-52,34",FONTOURA XAVIER,RS
FORMIGA-MG,"-20,46","-45,42",FORMIGA,MG
FORMIGUEIRO-RS,-30,"-53,49",FORMIGUEIRO,RS
FORMOSA DA SERRA NEGRA-MA,"-6,43","-46,19",FORMOSA DA SERRA NEGRA,MA
FORMOSA DO OESTE-PR,"-24,29","-53,31",FORMOSA DO OESTE,PR
FORMOSA DO RIO PRETO-BA,"-11,04","-45,19",FORMOSA DO RIO PRETO,BA
FORMOSA DO SUL-SC,"-26,64","-52,79",FORMOSA DO SUL,SC
FORMOSA-GO,"-15,53","-47,33",FORMOSA,GO
FORMOSO DO ARAGUAIA-TO,"-11,79","-49,52",FORMOSO DO ARAGUAIA,TO
FORMOSO-GO,"-13,65","-48,88",FORMOSO,GO
FORMOSO-MG,"-14,94","-46,23",FORMOSO,MG
FORQUILHA-CE,"-3,79","-40,26",FORQUILHA,CE
FORQUILHINHA-SC,"-28,74","-49,47",FORQUILHINHA,SC
FORTALEZA DE MINAS-MG,"-20,84","-46,71",FORTALEZA DE MINAS,MG
FORTALEZA DO TABOCAO-TO,"-9,05","-48,51",FORTALEZA DO TABOCAO,TO
FORTALEZA DOS NOGUEIRAS-MA,"-6,96","-46,17",FORTALEZA DOS NOGUEIRAS,MA
FORTALEZA DOS VALOS-RS,"-28,79","-53,22",FORTALEZA DOS VALOS,RS
FORTALEZA-CE,"-3,71","-38,54",FORTALEZA,CE
FORTIM-CE,"-4,45","-37,79",FORTIM,CE
FORTUNA DE MINAS-MG,"-19,56","-44,44",FORTUNA DE MINAS,MG
FORTUNA-MA,"-5,73","-44,15",FORTUNA,MA
FOZ DO IGUACU-PR,"-25,54","-54,58",FOZ DO IGUACU,PR
FOZ DO JORDAO-PR,"-25,64","-52,1",FOZ DO JORDAO,PR
FRAIBURGO-SC,"-27,02","-50,92",FRAIBURGO,SC
FRANCA-SP,"-20,53","-47,4",FRANCA,SP
FRANCINOPOLIS-PI,"-6,39","-42,26",FRANCINOPOLIS,PI
FRANCISCO ALVES-PR,"-24,06","-53,84",FRANCISCO ALVES,PR
FRANCISCO AYRES-PI,"-6,62","-42,69",FRANCISCO AYRES,PI
FRANCISCO BADARO-MG,"-16,99","-42,35",FRANCISCO BADARO,MG
FRANCISCO BELTRAO-PR,"-26,08","-53,05",FRANCISCO BELTRAO,PR
FRANCISCO DANTAS-RN,"-6,07","-38,11",FRANCISCO DANTAS,RN
FRANCISCO DUMONT-MG,"-17,31","-44,23",FRANCISCO DUMONT,MG
FRANCISCO MACEDO-PI,"-7,33","-40,78",FRANCISCO MACEDO,PI
FRANCISCO MORATO-SP,"-23,28","-46,74",FRANCISCO MORATO,SP
FRANCISCO SA-MG,"-16,47","-43,48",FRANCISCO SA,MG
FRANCISCO SANTOS-PI,"-6,99","-41,13",FRANCISCO SANTOS,PI
FRANCISCOPOLIS-MG,"-17,96",-42,FRANCISCOPOLIS,MG
FRANCO DA ROCHA-SP,"-23,32","-46,72",FRANCO DA ROCHA,SP
FRECHEIRINHA-CE,"-3,76","-40,81",FRECHEIRINHA,CE
FREDERICO WESTPHALEN-RS,"-27,35","-53,39",FREDERICO WESTPHALEN,RS
FREI GASPAR-MG,"-18,06","-41,42",FREI GASPAR,MG
FREI INOCENCIO-MG,"-18,54","-41,92",FREI INOCENCIO,MG
FREI LAGONEGRO-MG,"-18,16","-42,76",FREI LAGONEGRO,MG
FREI MARTINHO-PB,"-6,4","-36,45",FREI MARTINHO,PB
FREI MIGUELINHO-PE,"-7,94","-35,91",FREI MIGUELINHO,PE
FREI PAULO-SE,"-10,54","-37,53",FREI PAULO,SE
FREI ROGERIO-SC,"-27,17","-50,8",FREI ROGERIO,SC
FRONTEIRA DOS VALES-MG,"-16,89","-40,92",FRONTEIRA DOS VALES,MG
FRONTEIRA-MG,"-20,26","-49,19",FRONTEIRA,MG
FRONTEIRAS-PI,"-7,08","-40,61",FRONTEIRAS,PI
FRUTA DE LEITE-MG,"-16,13","-42,53",FRUTA DE LEITE,MG
FRUTAL-MG,"-20,02","-48,94",FRUTAL,MG
FRUTUOSO GOMES-RN,"-6,15","-37,84",FRUTUOSO GOMES,RN
FUNDAO-ES,"-19,93","-40,4",FUNDAO,ES
FUNILANDIA-MG,"-19,36","-44,05",FUNILANDIA,MG
GABRIEL MONTEIRO-SP,"-21,53","-50,55",GABRIEL MONTEIRO,SP
GADO BRAVO-PB,"-7,58","-35,79",GADO BRAVO,PB
GALIA-SP,"-22,29","-49,55",GALIA,SP
GALILEIA-MG,"-18,99","-41,53",GALILEIA,MG
GALINHOS-RN,"-5,09","-36,27",GALINHOS,RN
GALVAO-SC,"-26,45","-52,68",GALVAO,SC
GAMELEIRA-PE,"-8,58","-35,38",GAMELEIRA,PE
GAMELEIRAS-MG,"-15,08","-43,12",GAMELEIRAS,MG
GANDU-BA,"-13,74","-39,48",GANDU,BA
GARANHUNS-PE,"-8,89","-36,49",GARANHUNS,PE
GARARU-SE,"-9,96","-37,08",GARARU,SE
GARCA-SP,"-22,21","-49,65",GARCA,SP
GARIBALDI-RS,"-29,25","-51,53",GARIBALDI,RS
GAROPABA-SC,"-28,02","-48,61",GAROPABA,SC
GARRAFAO DO NORTE-PA,"-1,93","-47,05",GARRAFAO DO NORTE,PA
GARRUCHOS-RS,"-28,18","-55,63",GARRUCHOS,RS
GARUVA-SC,"-26,02","-48,85",GARUVA,SC
GASPAR-SC,"-26,93","-48,95",GASPAR,SC
GASTAO VIDIGAL-SP,"-20,79","-50,18",GASTAO VIDIGAL,SP
GAUCHA DO NORTE-MT,"-13,24","-53,08",GAUCHA DO NORTE,MT
GAURAMA-RS,"-27,58","-52,09",GAURAMA,RS
GAVIAO PEIXOTO-SP,"-21,83","-48,49",GAVIAO PEIXOTO,SP
GAVIAO-BA,"-11,47","-39,78",GAVIAO,BA
GEMINIANO-PI,"-7,15","-41,36",GEMINIANO,PI
GENERAL CAMARA-RS,"-29,9","-51,76",GENERAL CAMARA,RS
GENERAL CARNEIRO-MT,"-15,71","-52,75",GENERAL CARNEIRO,MT
GENERAL CARNEIRO-PR,"-26,42","-51,31",GENERAL CARNEIRO,PR
GENERAL MAYNARD-SE,"-10,68","-36,98",GENERAL MAYNARD,SE
GENERAL SALGADO-SP,"-20,64","-50,36",GENERAL SALGADO,SP
GENERAL SAMPAIO-CE,"-4,05","-39,45",GENERAL SAMPAIO,CE
GENTIL-RS,"-28,43","-52,03",GENTIL,RS
GENTIO DO OURO-BA,"-11,42","-42,5",GENTIO DO OURO,BA
GETULINA-SP,"-21,79","-49,92",GETULINA,SP
GETULIO VARGAS-RS,"-27,89","-52,22",GETULIO VARGAS,RS
GILBUES-PI,"-9,83","-45,34",GILBUES,PI
GIRAU DO PONCIANO-AL,"-9,88","-36,82",GIRAU DO PONCIANO,AL
GIRUA-RS,"-28,02","-54,35",GIRUA,RS
GLAUCILANDIA-MG,"-16,85","-43,69",GLAUCILANDIA,MG
GLICERIO-SP,"-21,38","-50,21",GLICERIO,SP
GLORIA DE DOURADOS-MS,"-22,41","-54,23",GLORIA DE DOURADOS,MS
GLORIA DO GOITA-PE,-8,"-35,29",GLORIA DO GOITA,PE
GLORIA D'OESTE-MT,"-15,76","-58,35",GLORIA D'OESTE,MT
GLORIA-BA,"-9,33","-38,25",GLORIA,BA
GLORINHA-RS,"-29,88","-50,76",GLORINHA,RS
GODOFREDO VIANA-MA,"-1,4","-45,78",GODOFREDO VIANA,MA
GODOY MOREIRA-PR,"-24,17","-51,92",GODOY MOREIRA,PR
GOIABEIRA-MG,"-18,98","-41,22",GOIABEIRA,MG
GOIANA-MG,"-21,53","-43,2",GOIANA,MG
GOIANA-PE,"-7,56",-35,GOIANA,PE
GOIANAPOLIS-GO,"-16,51","-49,02",GOIANAPOLIS,GO
GOIANDIRA-GO,"-18,13","-48,08",GOIANDIRA,GO
GOIANESIA DO PARA-PA,"-3,84","-49,09",GOIANESIA DO PARA,PA
GOIANESIA-GO,"-15,31","-49,11",GOIANESIA,GO
GOIANIA-GO,"-16,67","-49,25",GOIANIA,GO
GOIANINHA-RN,"-6,26","-35,21",GOIANINHA,RN
GOIANIRA-GO,"-16,49","-49,42",GOIANIRA,GO
GOIANORTE-TO,"-8,77","-48,93",GOIANORTE,TO
GOIAS-GO,"-15,93","-50,14",GOIAS,GO
GOIATINS-TO,"-7,71","-47,31",GOIATINS,TO
GOIATUBA-GO,"-18,01","-49,35",GOIATUBA,GO
GOIOERE-PR,"-24,18","-53,02",GOIOERE,PR
GOIOXIM-PR,"-25,19","-51,99",GOIOXIM,PR
GONCALVES DIAS-MA,"-5,15","-44,29",GONCALVES DIAS,MA
GONCALVES-MG,"-22,65","-45,85",GONCALVES,MG
GONGOGI-BA,"-14,32","-39,46",GONGOGI,BA
GONZAGA-MG,"-18,82","-42,47",GONZAGA,MG
GOUVEA-MG,"-18,45","-43,74",GOUVEA,MG
GOUVELANDIA-GO,"-18,64","-50,06",GOUVELANDIA,GO
GOVERNADOR ARCHER-MA,"-5,02","-44,27",GOVERNADOR ARCHER,MA
GOVERNADOR CELSO RAMOS-SC,"-27,31","-48,55",GOVERNADOR CELSO RAMOS,SC
GOVERNADOR DIX-SEPT ROSADO-RN,"-5,45","-37,52",GOVERNADOR DIX-SEPT ROSADO,RN
GOVERNADOR EDISON LOBAO-MA,"-5,74","-47,36",GOVERNADOR EDISON LOBAO,MA
GOVERNADOR EUGENIO BARROS-MA,"-5,32","-44,24",GOVERNADOR EUGENIO BARROS,MA
GOVERNADOR JORGE TEIXEIRA-RO,"-10,52","-62,64",GOVERNADOR JORGE TEIXEIRA,RO
GOVERNADOR LUIZ ROCHA-MA,"-5,46","-44,07",GOVERNADOR LUIZ ROCHA,MA
GOVERNADOR MANGABEIRA-BA,"-12,6","-39,04",GOVERNADOR MANGABEIRA,BA
GOVERNADOR NEWTON BELLO-MA,"-3,42","-45,67",GOVERNADOR NEWTON BELLO,MA
GOVERNADOR NUNES FREIRE-MA,"-2,12","-45,88",GOVERNADOR NUNES FREIRE,MA
GOVERNADOR VALADARES-MG,"-18,85","-41,94",GOVERNADOR VALADARES,MG
GRACA ARANHA-MA,"-5,41","-44,33",GRACA ARANHA,MA
GRACA-CE,"-4,04","-40,75",GRACA,CE
GRACHO CARDOSO-SE,"-10,22","-37,19",GRACHO CARDOSO,SE
GRAJAU-MA,"-5,81","-46,13",GRAJAU,MA
GRAMADO DOS LOUREIROS-RS,"-27,44","-52,91",GRAMADO DOS LOUREIROS,RS
GRAMADO XAVIER-RS,"-29,26","-52,57",GRAMADO XAVIER,RS
GRAMADO-RS,"-29,37","-50,87",GRAMADO,RS
GRANDES RIOS-PR,"-24,14","-51,5",GRANDES RIOS,PR
GRANITO-PE,"-7,71","-39,61",GRANITO,PE
GRANJA-CE,"-3,12","-40,82",GRANJA,CE
GRANJEIRO-CE,"-6,88","-39,21",GRANJEIRO,CE
GRAO MOGOL-MG,"-16,55","-42,89",GRAO MOGOL,MG
GRAO PARA-SC,"-28,18","-49,21",GRAO PARA,SC
GRAVATAI-RS,"-29,94","-50,99",GRAVATAI,RS
GRAVATAL-SC,"-28,33","-49,03",GRAVATAL,SC
GRAVATA-PE,"-8,2","-35,56",GRAVATA,PE
GROAIRAS-CE,"-3,91","-40,38",GROAIRAS,CE
GROSSOS-RN,"-4,98","-37,15",GROSSOS,RN
GRUPIARA-MG,"-18,49","-47,72",GRUPIARA,MG
GUABIJU-RS,"-28,54","-51,69",GUABIJU,RS
GUABIRUBA-SC,"-27,08","-48,98",GUABIRUBA,SC
GUACUI-ES,"-20,77","-41,67",GUACUI,ES
GUADALUPE-PI,"-6,78","-43,56",GUADALUPE,PI
GUAIBA-RS,"-30,11","-51,32",GUAIBA,RS
GUAICARA-SP,"-21,62","-49,79",GUAICARA,SP
GUAIMBE-SP,"-21,91","-49,89",GUAIMBE,SP
GUAIRACA-PR,"-22,93","-52,68",GUAIRACA,PR
GUAIRA-PR,"-24,08","-54,25",GUAIRA,PR
GUAIRA-SP,"-20,31","-48,31",GUAIRA,SP
GUAIUBA-CE,"-4,04","-38,63",GUAIUBA,CE
GUAJARA-AM,"-7,54","-72,58",GUAJARA,AM
GUAJARA-MIRIM-RO,"-10,78","-65,33",GUAJARA-MIRIM,RO
GUAJERU-BA,"-14,54","-41,94",GUAJERU,BA
GUAMARE-RN,"-5,1","-36,32",GUAMARE,RN
GUAMIRANGA-PR,"-25,19","-50,8",GUAMIRANGA,PR
GUANAMBI-BA,"-14,22","-42,78",GUANAMBI,BA
GUANHAES-MG,"-18,77","-42,93",GUANHAES,MG
GUAPE-MG,"-20,76","-45,91",GUAPE,MG
GUAPIACU-SP,"-20,79","-49,22",GUAPIACU,SP
GUAPIARA-SP,"-24,18","-48,53",GUAPIARA,SP
GUAPIMIRIM-RJ,"-22,53","-42,98",GUAPIMIRIM,RJ
GUAPIRAMA-PR,"-23,51","-50,04",GUAPIRAMA,PR
GUAPO-GO,"-16,83","-49,53",GUAPO,GO
GUAPOREMA-PR,"-23,34","-52,77",GUAPOREMA,PR
GUAPORE-RS,"-28,84","-51,89",GUAPORE,RS
GUARABIRA-PB,"-6,85","-35,49",GUARABIRA,PB
GUARACAI-SP,"-21,02","-51,2",GUARACAI,SP
GUARACIABA DO NORTE-CE,"-4,16","-40,74",GUARACIABA DO NORTE,CE
GUARACIABA-MG,"-20,57",-43,GUARACIABA,MG
GUARACIABA-SC,"-26,59","-53,51",GUARACIABA,SC
GUARACIAMA-MG,"-17,01","-43,67",GUARACIAMA,MG
GUARACI-PR,"-22,97","-51,65",GUARACI,PR
GUARACI-SP,"-20,49","-48,94",GUARACI,SP
GUARAITA-GO,"-15,61","-50,02",GUARAITA,GO
GUARAI-TO,"-8,83","-48,51",GUARAI,TO
GUARAMIRANGA-CE,"-4,26","-38,93",GUARAMIRANGA,CE
GUARAMIRIM-SC,"-26,47",-49,GUARAMIRIM,SC
GUARANESIA-MG,"-21,29","-46,8",GUARANESIA,MG
GUARANI DAS MISSOES-RS,"-28,14","-54,55",GUARANI DAS MISSOES,RS
GUARANI DE GOIAS-GO,"-13,93","-46,48",GUARANI DE GOIAS,GO
GUARANI D'OESTE-SP,"-20,07","-50,33",GUARANI D'OESTE,SP
GUARANIACU-PR,"-25,1","-52,87",GUARANIACU,PR
GUARANI-MG,"-21,35","-43,04",GUARANI,MG
GUARANTA DO NORTE-MT,"-9,78","-54,91",GUARANTA DO NORTE,MT
GUARANTA-SP,"-21,89","-49,59",GUARANTA,SP
GUARAPARI-ES,"-20,65","-40,51",GUARAPARI,ES
GUARAPUAVA-PR,"-25,39","-51,45",GUARAPUAVA,PR
GUARAQUECABA-PR,"-25,3","-48,32",GUARAQUECABA,PR
GUARARA-MG,"-21,73","-43,03",GUARARA,MG
GUARARAPES-SP,"-21,26","-50,64",GUARARAPES,SP
GUARAREMA-SP,"-23,41","-46,03",GUARAREMA,SP
GUARA-SP,"-20,42","-47,82",GUARA,SP
GUARATINGA-BA,"-16,58","-39,78",GUARATINGA,BA
GUARATINGUETA-SP,"-22,81","-45,19",GUARATINGUETA,SP
GUARATUBA-PR,"-25,88","-48,57",GUARATUBA,PR
GUARDA-MOR-MG,"-17,77","-47,09",GUARDA-MOR,MG
GUAREI-SP,"-23,37","-48,18",GUAREI,SP
GUARIBA-SP,"-21,36","-48,22",GUARIBA,SP
GUARIBAS-PI,"-9,39","-43,68",GUARIBAS,PI
GUARINOS-GO,"-14,73","-49,7",GUARINOS,GO
GUARUJA DO SUL-SC,"-26,38","-53,52",GUARUJA DO SUL,SC
GUARUJA-SP,"-23,99","-46,25",GUARUJA,SP
GUARULHOS-SP,"-23,46","-46,53",GUARULHOS,SP
GUATAMBU-SC,"-27,13","-52,78",GUATAMBU,SC
GUATAPARA-SP,"-21,49","-48,03",GUATAPARA,SP
GUAXUPE-MG,"-21,3","-46,71",GUAXUPE,MG
GUIA LOPES DA LAGUNA-MS,"-21,45","-56,11",GUIA LOPES DA LAGUNA,MS
GUIDOVAL-MG,"-21,15","-42,79",GUIDOVAL,MG
GUIMARAES-MA,"-2,13","-44,6",GUIMARAES,MA
GUIMARANIA-MG,"-18,84","-46,79",GUIMARANIA,MG
GUIRATINGA-MT,"-16,34","-53,75",GUIRATINGA,MT
GUIRICEMA-MG,-21,"-42,71",GUIRICEMA,MG
GURINHATA-MG,"-19,21","-49,78",GURINHATA,MG
GURINHEM-PB,"-7,12","-35,42",GURINHEM,PB
GURJAO-PB,"-7,24","-36,48",GURJAO,PB
GURUPA-PA,"-1,4","-51,64",GURUPA,PA
GURUPI-TO,"-11,72","-49,06",GURUPI,TO
GUZOLANDIA-SP,"-20,65","-50,66",GUZOLANDIA,SP
HARMONIA-RS,"-29,54","-51,42",HARMONIA,RS
HEITORAI-GO,"-15,71","-49,82",HEITORAI,GO
HELIODORA-MG,"-22,06","-45,54",HELIODORA,MG
HELIOPOLIS-BA,"-10,68","-38,28",HELIOPOLIS,BA
HERCULANDIA-SP,-22,"-50,38",HERCULANDIA,SP
HERVAL D'OESTE-SC,"-27,19","-51,49",HERVAL D'OESTE,SC
HERVAL-RS,"-32,02","-53,39",HERVAL,RS
HERVEIRAS-RS,"-29,4","-52,65",HERVEIRAS,RS
HIDROLANDIA-CE,"-4,4","-40,43",HIDROLANDIA,CE
HIDROLANDIA-GO,"-16,96","-49,22",HIDROLANDIA,GO
HIDROLINA-GO,"-14,72","-49,46",HIDROLINA,GO
HOLAMBRA-SP,"-22,63","-47,05",HOLAMBRA,SP
HONORIO SERPA-PR,"-26,14","-52,38",HONORIO SERPA,PR
HORIZONTE-CE,"-4,09","-38,49",HORIZONTE,CE
HORIZONTINA-RS,"-27,62","-54,3",HORIZONTINA,RS
HORTOLANDIA-SP,"-22,85","-47,22",HORTOLANDIA,SP
HUGO NAPOLEAO-PI,"-5,98","-42,55",HUGO NAPOLEAO,PI
HULHA NEGRA-RS,"-31,4","-53,86",HULHA NEGRA,RS
HUMAITA-AM,"-7,5","-63,02",HUMAITA,AM
HUMAITA-RS,"-27,56","-53,97",HUMAITA,RS
HUMBERTO DE CAMPOS-MA,"-2,59","-43,46",HUMBERTO DE CAMPOS,MA
IACANGA-SP,"-21,89","-49,02",IACANGA,SP
IACIARA-GO,"-14,09","-46,63",IACIARA,GO
IACRI-SP,"-21,85","-50,68",IACRI,SP
IACU-BA,"-12,76","-40,21",IACU,BA
IAPU-MG,"-19,43","-42,21",IAPU,MG
IARAS-SP,"-22,87","-49,16",IARAS,SP
IATI-PE,"-9,04","-36,84",IATI,PE
IBAITI-PR,"-23,84","-50,18",IBAITI,PR
IBARAMA-RS,"-29,41","-53,13",IBARAMA,RS
IBARETAMA-CE,"-4,8","-38,75",IBARETAMA,CE
IBATEGUARA-AL,"-8,97","-35,93",IBATEGUARA,AL
IBATE-SP,"-21,95","-47,99",IBATE,SP
